reviews,reviewers,date_reviews,rating,course_id
"I have learned some good points about financial markets, some aspects of how corporation works and how they are governed, as well as different types of corporations were very interesting. i was also surprised how much i knew already, without having any kind of finance background. I guess it's four stars cause i was expecting more maths and statistics and there is very little of that( just in the beginning) it is still very interesting though. As a science graduate i was surprised that same formulas used in statistics in biology, can be applied to the financial markets. The course if worth a try especially  for beginners in financial markets but also I would make essential for general public, to broaden their knowledge about finances. I also wish there was one or two more peer reviewed assignments. I think it was great to read other people work as views have differed so much! Also the peer review should have few more options for scoring points. but other than that it was a really interesting. Very good opportunity to get into civilised debate. ",By Mikolaj W D,"Jul 06, 2020",4,financial-markets-global
"I love Robert Schiller's talk and lessons on this topic and I have learned a lot under his years of wisdom on financial markets around the world and how they play a huge part in the world overall. I also find the instructor to have a friendly fatherly approach as he speaks to his students and how in each of the videos he would smile, laugh and shares his personal stories and it doesn't make the lessons to be dull or boring.  However, for someone who is not from finance or economic background, I find the quizzes hard and only to find that the theme of the quiz were actually taught later on. I also wished that  the lessons could be made simpler (especially on the graphs and charts) could be elaborated better and simple before each lesson so I could understand what was explained. In some cases, the graph is shown and explained what it was and then the quiz appears. I did not know how the graph works or what it is for. I'll be sure going to miss Robert as an instructor as I graduate from this course. Thank you Robert.",By Melvin L A M,"May 27, 2020",4,financial-markets-global
"Awesome course! I highly recommend it for anyone who wants to expand its knowledge in finance, financial markets, and economics. Although it does not require any prerequisite, some finance, economics & business knowledge can significantly leverage the course outcome. Prof. Shiller is a great teacher and its a pleasure to listen to his lectures. I would have given 5* if there was more student engagement with more practical exercises especially those that required to apply maths, such as CAPM, Std Dev., insurance pool, compounding interest, etc.I find it helpful working closely with the recommended textbook Frank. J. Fabozzi - Financial Markets. Although the last edition is expensive, there on the internet some older or similar versions that can be downloaded.",By Iulian C R,"May 19, 2020",4,financial-markets-global
"This course in my opinion clearly showed that Yale University lecturers, even students are knowledge and provide a quality education.  I currently study economics at the undergraduate level, so certain theorems and concepts came rather naturally as I was already familiar with them.  However, I do believe this course provides the foundation to understand concepts, even having limited -- even no prior knowledge of finance.  This course was intellectually stimulating and was worth my time to complete over this summer of 2020, I recommend it to anyone interested in seeing what all the fuss of finance is about.  Dr. Schiller is an excellent lecturer and knowledgeable beyond belief.",By Brandon,"Jul 04, 2020",4,financial-markets-global
"My interest in the subject is simply that - interest.  I would not wish or expect the course to be the basis of a career in finance, but for someone who occasionally reads the financial pages of the newspaper (after the news, politics and sport) it is good to understand the rules of the finance game.  In particular, the Covid pandemic has resulted in the creation of vast sums of money from literally nowhere, which for non-financial people like myself is mind-blowing.  Now that I know that money can be created from nothing, and that austerity was a political choice not a necessity, I realise that the people of the UK have been conned for the last ten years.",By Douglas C,"Jul 27, 2020",4,financial-markets-global
"I found this course to be very beneficial, and a great place to start for those intrigued by the movement and behaviour of the financial markets. Robert Shiller is an exceptional teacher, and has a skill that enables students to engage and easily learn from. I was very impressed with this course, although I found the assessment questions at times irrelevant to my learning and direction of pragmatism. All in all, I do recommend this course for everyone - even if finance is something you're not interested in - it gives you a good footing in developing solid financial knowledge and health.",By John J P G,"Jan 15, 2018",4,financial-markets-global
"Very interesting course.Took one star away due to the lack of interactivity in the course. It was to much talking head and powerpoint. More formative tests during the lectures would have helped. Not only questionnaires, but more interactive material. Some animations on some of the topics would also have helped.Schiller is great at presenting the material, but it would really have helped the experience with some animations, real examples etc. to help us understand. All business schools runs case studies. Some micro case studies would lift this course a lot.",By Knut T H,"Apr 09, 2020",4,financial-markets-global
"i like to express a  positive feedback for this course ,  driven by a great academic teacher.you have a complete outlook of financial markets and when you finish the course you achive the knowledge to understand the principles of financial markets. of course if you want  a deep learning in particular matters this is not your course and probably you will have the feeling of  ""need more..."". navigation works properly and its friendly and you feel that coursera platform is trusted. worthwhile. ",By jose r c m,"Jan 09, 2020",4,financial-markets-global
"I enjoyed this course, despite taking longer than expected, and learnt a lot. I work at a bank as a software developer and this course gives me a better understanding of the domain I'm in. It's a course useful to anyone actually because finance plays a key role in all our lives. What an honour to have taken a course by Robert Shiller. The scripts to the videos need some revising and some parts of the videos, especially the salon segments, are a bit difficult to understand.",By Thomas J,"Oct 10, 2019",4,financial-markets-global
"I enjoyed this course, it's very broad to cover all areas of finance and create an understanding of the purpose every aspect serves, as many areas are connected. I liked that the professor is very engaged and loves his work, and the financial systems and also creates interest in the future of finance and that it serves a purpose other than creating richness. My only comment is that some questions on the exams were not always equally well discussed in the course material.",By Manuel N,"Jun 07, 2020",4,financial-markets-global
"The course serves as a good introduction to many interesting topics, and is more engaging than most courses I have taken on Coursera. The issue comes from the mathematical topics. More time needs to be spent setting out the different variables used - these have clearly been skipped over for the online course, thus making the more detailed mathematical sections difficult to follow without using external resources to further explain. This only applies to a few modules.",By James L,"Jun 05, 2020",4,financial-markets-global
"Great course. I have been exposed a great deal to concepts of finance such as value investing, portfolio diversification, risk management etc. My orientation about Finance has changed, as I now view it as having a greater social purpose rather than just amassing wealth for one's self. Indeed the principles of Andrew Carnegie as explained in his famous Gospel of Wealth, has been deeply entrenched in me. Thanks to Coursera, Yale University and Professor Robert Shiller.",By Onyinanya D,"Apr 23, 2020",4,financial-markets-global
"Its a good course even for absolute beginners. It covers a wide foundation of concepts, events and opinions. The difficulty  level suddenly rises after week 4 (somewere around Futures market) but Prof. Shiller still makes a decent effort to make it understandable.If there were more peer-graded or analytical assesments (there is 1 in 7 weeks), it would have made this course more wholesome.   So overall, it was a good overview into the finance world for me, a newbie.  ",By Shreya S,"Jun 22, 2020",4,financial-markets-global
"It was interesting to learn something new related to financial terms and aspects. Later on, I earned more knowledge and insights as to how to capture the market and gain financial position in the same.Thank you Yale University for providing us such a wonderful opportunity that will help to our career. and my special regards to Prof.Robert shiller for giving us an amazing sessions to this course. and also encouraging for various concepts of markets. Thank you!!!!",By Sapna P J,"Jun 30, 2020",4,financial-markets-global
"Prof. Shiller is very insightful and knowledgeable about the subject, but certain portions of the course--especially the mathematical components--are difficult to understand because they are not sufficiently explained. It would be nice to have full or close-to-full videos of lectures instead of just snippets.Keep in mind that this is not a theoretical course. Instead, it is a robustly structured--albeit sometimes hurried--introduction to ""Financial Markets.""",By Aaron G,"Jun 29, 2019",4,financial-markets-global
"Great information on the history and philosophy of finance, all of the basic components of contemporary financial markets, and some core nitty-gritty mathematical  formulae.Watch out for the translations.....I estimate about a 5% error rate that results in some confused sentences. I would advise copying out the translations, and then following along with the videos, so that you can edit as you go. (You'll also end up knowing the material better!)",By Bill P,"Aug 05, 2020",4,financial-markets-global
"A great beginner-level course which can be completed and understood by anyone. No pre-requisites or prior knowledge in economics or finance is needed to take this course. A person from any background interested in learning about global financial markets can take this course. The course may not cover the depth of the topics, but covers the breath and provides a basic understanding of almost all the financial instruments.",By Palak G,"May 20, 2020",4,financial-markets-global
Very good overview of financial markets with details on historical origins as well. Prof. Sheller has very natural teaching style and content covers a lot of topics. For many places in course it feels like bits and pieces were stitched together and few lectures reference to topics which are not part of videos on the coursera content but might be part of actual class. Overall very educative course.  ,By Gaurav C,"Nov 10, 2019",4,financial-markets-global
"It was actually quite good, but as an international business student with a major in international finance it was not that complicated, still had a lot of joy throughout the course, prof. shiller is very good in lecturing. There were some videos, where it was a little bit boring because, all of the rules and laws are US specified (as a german student not that interesting). Still recommend it (Y) ",By Deniz K,"May 12, 2020",4,financial-markets-global
"I had a good experience learning in this course , the lecture could improve a little more  ,i find some part of it very informative and detail ,and some part that doesn't explain too well, but overall this course help me improve my basic financial background and various financial instrumental. Thanks you professor and anyone involve in making this course .It was really good experience for me. ",By Lam A T,"May 06, 2020",4,financial-markets-global
"Was good at covering a broader overview of the financial markets. However, there was not much mathematical rigor and the assessments were extremely easy in comparison to Yale's Open Course tests for their equivalent Financial Markets (ECON252). However, this was a fantastic intro to gaining some insights into the bigger picture of the financial world and its various roles and rules. ",By Aaron G,"Apr 27, 2020",4,financial-markets-global
"Shiller is definitely an interesting lecturer - he gives real-life examples and personals stories that helps explain how concepts are applied in the financial world today. One drawback is the lack of reading material/supplementary text; sometimes content presented in lectures can be too abstract/confusing to rely only on lecture content. Otherwise, solid introductory course.",By James M,"Jan 24, 2019",4,financial-markets-global
"I have learned so much about financial markets in short time.also gained much knowledge about economic theory, insurance, mortgage and more importantly crisis.How to deal with such situation taught genuinely.I'm so glad that I joined this course and learned that finance is not just about making money but also about helping others, serving others who serves others .",By Sonal M A,"Jun 18, 2020",4,financial-markets-global
Professor Schiller shares his extensive experience of a complex subject in a stimulating and informative manner.If you have investments or value a secure foundation of knowledge for your future financial security he is an inspirational educator.I value the role of empathy towards others as an important value he considers during the lecture series.,By Edwin L P ,"Jul 25, 2020",4,financial-markets-global
"This course is very beneficial to understand the basics of financial markets and the various elements and terms associated with financial markets. It would be even better if certain course reads are provided, for which the student need not buy a book.  Reading material, would be very helpful in gaining maximum out of this course.",By Chaitaly A,"Mar 21, 2018",4,financial-markets-global
"This course feels a bit disjointed at times. Sometimes one lecture doesn't seem to flow into the next lecture. Having said that, I learned a lot about the basics of finance by taking this class and having Investopedia.com open to look up the terms I didn't know! I would recommend. Overall, Professor Schiller is a good teacher. ",By Tyler C,"Jul 08, 2020",4,financial-markets-global
"Introduction to Financial Markets is a well realized introductory course for sophomores interested in finance. Robert Shiller's  course provides with a rough overview of major concepts. The topics are also leisurely paced while the quizes and assignments, not tiresome. It has been a pleasure to complete the course.",By Ritwik K P,"May 31, 2019",4,financial-markets-global
"I do not rate the course with 5 stars simply because I cannot apply what I have learned to my daily duties, te purpose in my case was to have an overview of a core part of the company I work for. Otherwise if you are a person involved in financial markets it is a must! (and highly for beginners and curious minds)",By Pedro V,"Feb 04, 2019",4,financial-markets-global
"The course is a bit old school university lecture style, static, not very interactive and visually beautiful. However the depth of knowledge and wisdom of Professor Schiller is just stunning, he is able to explain so complex concepts really easily! Enjoyed it a lot, highly recommended if you are beginner.",By Ismayil J,"Jun 21, 2020",4,financial-markets-global
"It's a great course to get basic understanding of vast variety of finance tools and concepts. Few things could be explained in more details, especially when dealing with math. formulas derived from not very obvious assumptions. But that might be due to the nature of the online course itself. Great work!",By Kanstantsin C,"May 15, 2020",4,financial-markets-global
"Thank you Professor Shiller, for a great course! I have learnt a great deal and I very much enjoyed the peer-graded assignment. I felt there was a lot of engagement. One constructive point of feedback: I would love to see some more technical assignments in the course. Some risk calculations, etc.",By Tobias,"Sep 17, 2017",4,financial-markets-global
great in depth course to understand various vast terminologies of the financial markets and their history and future impacts. Also how behavioral finance changes the finance market as we know and how we can use instruments in finance to do some social good and use it for betterment of society.,By Chaitanya B,"May 18, 2020",4,financial-markets-global
"Good solid overview of (mainly US) financial markets. Good level of depth. Some questions in the quizzes appeared incongruous, but internet scavenging aided with their comprehension. Peer review mid-course was interesting, albeit quite broad. Overall, a good course lectured by a great teacher.",By Kaiti S,"Oct 27, 2017",4,financial-markets-global
Great course and very experienced teacher. Only flaw I noticed is that some parts deal with laws and regulations that are specific to the USA and those parts tend to be irrelevant to learners from other parts of the world. Nonetheless a very informative and relevant course for today's world,By Pranshu P,"Sep 23, 2020",4,financial-markets-global
"The course material is excellent. While I do feel that you need to have a foundation in some of the topics as it is rather difficult to understand. The mathematical formulas need more explanation. Excluding this all, course is worth all the time spent and the Professor is outstanding too ",By Rapster J A,"May 29, 2020",4,financial-markets-global
"The course is perfect for a good comprehension of the financial market's basis, sometimes is not 100% clear, but anyway I am really happy about my decision of take this courses and for what I learned! Thank you very much to Coursera and Yale University and all the people worked on it!",By Davide D,"Jun 11, 2020",4,financial-markets-global
Extraordinary course. I had learnt many things about financial markets and theories which was stated by various economists and psychologists with examples.  Simple explanation and understood the concepts easily. Thanks to Prof. Robert Shiller and coursera for this wonderful course. ,By Viswanathan A,"Oct 02, 2020",4,financial-markets-global
It was a wonderful experience going through the entire length of the course where it covered almost all the fundamentals of finance and its application in the economy and society. It was mentored superbly by Professor Shiller...and inputs from his students made it more interactive.,By Anindya D,"Apr 26, 2018",4,financial-markets-global
"Although the course was of the beginner's level, but there are a lot of terms which have implicit meaning which we should be aware of. Otherwise, the course is very good for those having keen interest in the world of financial markets. Well structure and enjoyed doing this course.",By bhavya g,"Jun 09, 2020",4,financial-markets-global
"Gives a very good basic understanding of the fundamentals of the financial world by covering a very wide scope of topics. Very good, general flavour is given here by Professor Shiller and from this course, you can identify what specific part of the finance world you are drawn to. ",By Tosin O,"May 16, 2020",4,financial-markets-global
"A concise and very well constructed course which provides a broad overview of how Financial Markets functions, the history and its implications. This course seems to be heavily bent on the US Markets, which can be looked at in future, so that it can be made more a generic course",By Vivek V,"Feb 14, 2018",4,financial-markets-global
"Great course! It really helped me obtain a better perspective on Finance. The only improvement I would want is a side note or annotations on a little keywords here and there, since I have had to google a lot of things during the course, which disturbs the flow of the course.",By PALAK J,"Jul 30, 2020",4,financial-markets-global
"This course id awesome for all whatever your field , but everyone should understand the financial behavior of human being and understand the financial market.Finance is not all about money,it is beyond the money , its about management of scare resources and managing the risk",By Nisha P,"Jul 19, 2020",4,financial-markets-global
"Robert Shiller is an outstanding lecturer and he goes over a very large range of topics of financial markets. However, I think the course treats its different contents in an irregular manner: some lectures are very superficial while others go deep into details.",By Pedro G C d S,"Sep 07, 2020",4,financial-markets-global
"Was good at covering a broader overview of the financial markets. However, there was not much mathematical rigor and the assessments were extremely easy in comparison to Yale's Open Course tests for their equivalent Financial Markets (ECON252). However, this was a fantastic intro to gaining some insights into the bigger picture of the financial world and its various roles and rules. ",By Aaron G,"Apr 27, 2020",4,financial-markets-global
"Shiller is definitely an interesting lecturer - he gives real-life examples and personals stories that helps explain how concepts are applied in the financial world today. One drawback is the lack of reading material/supplementary text; sometimes content presented in lectures can be too abstract/confusing to rely only on lecture content. Otherwise, solid introductory course.",By James M,"Jan 24, 2019",4,financial-markets-global
"I have learned so much about financial markets in short time.also gained much knowledge about economic theory, insurance, mortgage and more importantly crisis.How to deal with such situation taught genuinely.I'm so glad that I joined this course and learned that finance is not just about making money but also about helping others, serving others who serves others .",By Sonal M A,"Jun 18, 2020",4,financial-markets-global
Professor Schiller shares his extensive experience of a complex subject in a stimulating and informative manner.If you have investments or value a secure foundation of knowledge for your future financial security he is an inspirational educator.I value the role of empathy towards others as an important value he considers during the lecture series.,By Edwin L P ,"Jul 25, 2020",4,financial-markets-global
"This course is very beneficial to understand the basics of financial markets and the various elements and terms associated with financial markets. It would be even better if certain course reads are provided, for which the student need not buy a book.  Reading material, would be very helpful in gaining maximum out of this course.",By Chaitaly A,"Mar 21, 2018",4,financial-markets-global
"This course feels a bit disjointed at times. Sometimes one lecture doesn't seem to flow into the next lecture. Having said that, I learned a lot about the basics of finance by taking this class and having Investopedia.com open to look up the terms I didn't know! I would recommend. Overall, Professor Schiller is a good teacher. ",By Tyler C,"Jul 08, 2020",4,financial-markets-global
"Introduction to Financial Markets is a well realized introductory course for sophomores interested in finance. Robert Shiller's  course provides with a rough overview of major concepts. The topics are also leisurely paced while the quizes and assignments, not tiresome. It has been a pleasure to complete the course.",By Ritwik K P,"May 31, 2019",4,financial-markets-global
"I do not rate the course with 5 stars simply because I cannot apply what I have learned to my daily duties, te purpose in my case was to have an overview of a core part of the company I work for. Otherwise if you are a person involved in financial markets it is a must! (and highly for beginners and curious minds)",By Pedro V,"Feb 04, 2019",4,financial-markets-global
"The course is a bit old school university lecture style, static, not very interactive and visually beautiful. However the depth of knowledge and wisdom of Professor Schiller is just stunning, he is able to explain so complex concepts really easily! Enjoyed it a lot, highly recommended if you are beginner.",By Ismayil J,"Jun 21, 2020",4,financial-markets-global
"It's a great course to get basic understanding of vast variety of finance tools and concepts. Few things could be explained in more details, especially when dealing with math. formulas derived from not very obvious assumptions. But that might be due to the nature of the online course itself. Great work!",By Kanstantsin C,"May 15, 2020",4,financial-markets-global
"Thank you Professor Shiller, for a great course! I have learnt a great deal and I very much enjoyed the peer-graded assignment. I felt there was a lot of engagement. One constructive point of feedback: I would love to see some more technical assignments in the course. Some risk calculations, etc.",By Tobias,"Sep 17, 2017",4,financial-markets-global
great in depth course to understand various vast terminologies of the financial markets and their history and future impacts. Also how behavioral finance changes the finance market as we know and how we can use instruments in finance to do some social good and use it for betterment of society.,By Chaitanya B,"May 18, 2020",4,financial-markets-global
"Good solid overview of (mainly US) financial markets. Good level of depth. Some questions in the quizzes appeared incongruous, but internet scavenging aided with their comprehension. Peer review mid-course was interesting, albeit quite broad. Overall, a good course lectured by a great teacher.",By Kaiti S,"Oct 27, 2017",4,financial-markets-global
Great course and very experienced teacher. Only flaw I noticed is that some parts deal with laws and regulations that are specific to the USA and those parts tend to be irrelevant to learners from other parts of the world. Nonetheless a very informative and relevant course for today's world,By Pranshu P,"Sep 23, 2020",4,financial-markets-global
"The course material is excellent. While I do feel that you need to have a foundation in some of the topics as it is rather difficult to understand. The mathematical formulas need more explanation. Excluding this all, course is worth all the time spent and the Professor is outstanding too ",By Rapster J A,"May 29, 2020",4,financial-markets-global
"The course is perfect for a good comprehension of the financial market's basis, sometimes is not 100% clear, but anyway I am really happy about my decision of take this courses and for what I learned! Thank you very much to Coursera and Yale University and all the people worked on it!",By Davide D,"Jun 11, 2020",4,financial-markets-global
Extraordinary course. I had learnt many things about financial markets and theories which was stated by various economists and psychologists with examples.  Simple explanation and understood the concepts easily. Thanks to Prof. Robert Shiller and coursera for this wonderful course. ,By Viswanathan A,"Oct 02, 2020",4,financial-markets-global
It was a wonderful experience going through the entire length of the course where it covered almost all the fundamentals of finance and its application in the economy and society. It was mentored superbly by Professor Shiller...and inputs from his students made it more interactive.,By Anindya D,"Apr 26, 2018",4,financial-markets-global
"Although the course was of the beginner's level, but there are a lot of terms which have implicit meaning which we should be aware of. Otherwise, the course is very good for those having keen interest in the world of financial markets. Well structure and enjoyed doing this course.",By bhavya g,"Jun 09, 2020",4,financial-markets-global
"Gives a very good basic understanding of the fundamentals of the financial world by covering a very wide scope of topics. Very good, general flavour is given here by Professor Shiller and from this course, you can identify what specific part of the finance world you are drawn to. ",By Tosin O,"May 16, 2020",4,financial-markets-global
"A concise and very well constructed course which provides a broad overview of how Financial Markets functions, the history and its implications. This course seems to be heavily bent on the US Markets, which can be looked at in future, so that it can be made more a generic course",By Vivek V,"Feb 14, 2018",4,financial-markets-global
"Great course! It really helped me obtain a better perspective on Finance. The only improvement I would want is a side note or annotations on a little keywords here and there, since I have had to google a lot of things during the course, which disturbs the flow of the course.",By PALAK J,"Jul 30, 2020",4,financial-markets-global
"This course id awesome for all whatever your field , but everyone should understand the financial behavior of human being and understand the financial market.Finance is not all about money,it is beyond the money , its about management of scare resources and managing the risk",By Nisha P,"Jul 19, 2020",4,financial-markets-global
"Robert Shiller is an outstanding lecturer and he goes over a very large range of topics of financial markets. However, I think the course treats its different contents in an irregular manner: some lectures are very superficial while others go deep into details.",By Pedro G C d S,"Sep 07, 2020",4,financial-markets-global
"Was good at covering a broader overview of the financial markets. However, there was not much mathematical rigor and the assessments were extremely easy in comparison to Yale's Open Course tests for their equivalent Financial Markets (ECON252). However, this was a fantastic intro to gaining some insights into the bigger picture of the financial world and its various roles and rules. ",By Aaron G,"Apr 27, 2020",4,financial-markets-global
"Shiller is definitely an interesting lecturer - he gives real-life examples and personals stories that helps explain how concepts are applied in the financial world today. One drawback is the lack of reading material/supplementary text; sometimes content presented in lectures can be too abstract/confusing to rely only on lecture content. Otherwise, solid introductory course.",By James M,"Jan 24, 2019",4,financial-markets-global
"I have learned so much about financial markets in short time.also gained much knowledge about economic theory, insurance, mortgage and more importantly crisis.How to deal with such situation taught genuinely.I'm so glad that I joined this course and learned that finance is not just about making money but also about helping others, serving others who serves others .",By Sonal M A,"Jun 18, 2020",4,financial-markets-global
Professor Schiller shares his extensive experience of a complex subject in a stimulating and informative manner.If you have investments or value a secure foundation of knowledge for your future financial security he is an inspirational educator.I value the role of empathy towards others as an important value he considers during the lecture series.,By Edwin L P ,"Jul 25, 2020",4,financial-markets-global
"This course is very beneficial to understand the basics of financial markets and the various elements and terms associated with financial markets. It would be even better if certain course reads are provided, for which the student need not buy a book.  Reading material, would be very helpful in gaining maximum out of this course.",By Chaitaly A,"Mar 21, 2018",4,financial-markets-global
"This course feels a bit disjointed at times. Sometimes one lecture doesn't seem to flow into the next lecture. Having said that, I learned a lot about the basics of finance by taking this class and having Investopedia.com open to look up the terms I didn't know! I would recommend. Overall, Professor Schiller is a good teacher. ",By Tyler C,"Jul 08, 2020",4,financial-markets-global
"Introduction to Financial Markets is a well realized introductory course for sophomores interested in finance. Robert Shiller's  course provides with a rough overview of major concepts. The topics are also leisurely paced while the quizes and assignments, not tiresome. It has been a pleasure to complete the course.",By Ritwik K P,"May 31, 2019",4,financial-markets-global
"I do not rate the course with 5 stars simply because I cannot apply what I have learned to my daily duties, te purpose in my case was to have an overview of a core part of the company I work for. Otherwise if you are a person involved in financial markets it is a must! (and highly for beginners and curious minds)",By Pedro V,"Feb 04, 2019",4,financial-markets-global
"The course is a bit old school university lecture style, static, not very interactive and visually beautiful. However the depth of knowledge and wisdom of Professor Schiller is just stunning, he is able to explain so complex concepts really easily! Enjoyed it a lot, highly recommended if you are beginner.",By Ismayil J,"Jun 21, 2020",4,financial-markets-global
"It's a great course to get basic understanding of vast variety of finance tools and concepts. Few things could be explained in more details, especially when dealing with math. formulas derived from not very obvious assumptions. But that might be due to the nature of the online course itself. Great work!",By Kanstantsin C,"May 15, 2020",4,financial-markets-global
"Thank you Professor Shiller, for a great course! I have learnt a great deal and I very much enjoyed the peer-graded assignment. I felt there was a lot of engagement. One constructive point of feedback: I would love to see some more technical assignments in the course. Some risk calculations, etc.",By Tobias,"Sep 17, 2017",4,financial-markets-global
great in depth course to understand various vast terminologies of the financial markets and their history and future impacts. Also how behavioral finance changes the finance market as we know and how we can use instruments in finance to do some social good and use it for betterment of society.,By Chaitanya B,"May 18, 2020",4,financial-markets-global
"Good solid overview of (mainly US) financial markets. Good level of depth. Some questions in the quizzes appeared incongruous, but internet scavenging aided with their comprehension. Peer review mid-course was interesting, albeit quite broad. Overall, a good course lectured by a great teacher.",By Kaiti S,"Oct 27, 2017",4,financial-markets-global
Great course and very experienced teacher. Only flaw I noticed is that some parts deal with laws and regulations that are specific to the USA and those parts tend to be irrelevant to learners from other parts of the world. Nonetheless a very informative and relevant course for today's world,By Pranshu P,"Sep 23, 2020",4,financial-markets-global
"The course material is excellent. While I do feel that you need to have a foundation in some of the topics as it is rather difficult to understand. The mathematical formulas need more explanation. Excluding this all, course is worth all the time spent and the Professor is outstanding too ",By Rapster J A,"May 29, 2020",4,financial-markets-global
"The course is perfect for a good comprehension of the financial market's basis, sometimes is not 100% clear, but anyway I am really happy about my decision of take this courses and for what I learned! Thank you very much to Coursera and Yale University and all the people worked on it!",By Davide D,"Jun 11, 2020",4,financial-markets-global
Extraordinary course. I had learnt many things about financial markets and theories which was stated by various economists and psychologists with examples.  Simple explanation and understood the concepts easily. Thanks to Prof. Robert Shiller and coursera for this wonderful course. ,By Viswanathan A,"Oct 02, 2020",4,financial-markets-global
It was a wonderful experience going through the entire length of the course where it covered almost all the fundamentals of finance and its application in the economy and society. It was mentored superbly by Professor Shiller...and inputs from his students made it more interactive.,By Anindya D,"Apr 26, 2018",4,financial-markets-global
"Although the course was of the beginner's level, but there are a lot of terms which have implicit meaning which we should be aware of. Otherwise, the course is very good for those having keen interest in the world of financial markets. Well structure and enjoyed doing this course.",By bhavya g,"Jun 09, 2020",4,financial-markets-global
"Gives a very good basic understanding of the fundamentals of the financial world by covering a very wide scope of topics. Very good, general flavour is given here by Professor Shiller and from this course, you can identify what specific part of the finance world you are drawn to. ",By Tosin O,"May 16, 2020",4,financial-markets-global
"A concise and very well constructed course which provides a broad overview of how Financial Markets functions, the history and its implications. This course seems to be heavily bent on the US Markets, which can be looked at in future, so that it can be made more a generic course",By Vivek V,"Feb 14, 2018",4,financial-markets-global
"Great course! It really helped me obtain a better perspective on Finance. The only improvement I would want is a side note or annotations on a little keywords here and there, since I have had to google a lot of things during the course, which disturbs the flow of the course.",By PALAK J,"Jul 30, 2020",4,financial-markets-global
"This course id awesome for all whatever your field , but everyone should understand the financial behavior of human being and understand the financial market.Finance is not all about money,it is beyond the money , its about management of scare resources and managing the risk",By Nisha P,"Jul 19, 2020",4,financial-markets-global
"Robert Shiller is an outstanding lecturer and he goes over a very large range of topics of financial markets. However, I think the course treats its different contents in an irregular manner: some lectures are very superficial while others go deep into details.",By Pedro G C d S,"Sep 07, 2020",4,financial-markets-global
"A detailed course with fabulous insights for the most part. However, simplification or additional explanations or material to make some of the more complex concepts and equations/formulae would have gone a long way towards helping absorb the material better.",By Akshay G,"Aug 30, 2020",4,financial-markets-global
Some of the lectures and forums are pretty boring so it is my personal issue as other people might find this differently. The material itself is really good and covers a broad range of information that I would probably never learned from my current school.,By Carrissa A Y W,"Jul 22, 2020",4,financial-markets-global
"Excellent course, it could be improved by more technical details and less focus on the US history. I was a little bit disappointed by the quiz part, that was not very challenging and sometimes asking for details that were not very relevant in the lessons ",By Domenico B,"Dec 19, 2017",4,financial-markets-global
"Prof. Shiller covered a wide range of topics in finance. I highly recommend everybody to take this in order to have an understanding of finance and our world. However, to fully comprehend the concepts, further research on the internet will be required. ",By Kingdom L,"Jul 15, 2020",4,financial-markets-global
"Great course to take if you are interested in finance and the markets. Professor Shiller is passionate about the subject, which was a huge plus. The teaching assistant feature was a nice touch for more difficult concepts but could have been better. ",By David M,"Jun 06, 2020",4,financial-markets-global
"I come from an engineering background and this course serves as a good introduction to some of the basic aspects of finance. Though, with the current global economy being more interconnected I would have preferred more general and global examples.",By Vinod R,"Jun 07, 2020",4,financial-markets-global
Great course learned a lot on the perspective of USA market and how it influences the world trades and insides of financial analysis.But there should have been an interaction with the Professor Robert Shiller that would have been Awesome!,By Mittal C,"Jun 30, 2020",4,financial-markets-global
"I really enjoyed all of the material, it helped me understand the financial markets in a more profound level. The only think I would've liked would be for the teacher to invest a little more time explaining the graphs and the formulas.",By Karla G,"Jun 22, 2020",4,financial-markets-global
the lectures are kind of uninteresting. you loose interest while watching it. i think it could have been more fun by adding some interesting things like fun quizzes and games or unknown facts. i was not fully satisfied with the course.,By veenit k s,"Jun 29, 2019",4,financial-markets-global
"Valuable content, definitely worth completing the course. There are some irrelevant content for international students though, such as specific U.S laws. I would say the course could remove such content, reducing the course easily 30%.",By Marcos P L S,"May 23, 2018",4,financial-markets-global
"The course content was very insightful.It would definitely help student like me,who have no financial background but trying to understand the concepts of same.Thank you professor for the great content and easy lecture.Love from India.",By sarita,"Jun 13, 2020",4,financial-markets-global
"It will give you a good idea of all the financial world, it explains the history of financial development and it helps understand the human financial behavior. It is very ambitious to go over all the topics but it is worth completing.",By ROSA A R G,"Mar 01, 2018",4,financial-markets-global
It helps a lot on the understanging of financial markets although is focus mostly on the US Market but should be more globalThe editing left a lot of topics out which might have been relevant. The professor is funny on his own way,By Roberto G S,"Jul 13, 2020",4,financial-markets-global
This course was very helpful and informative. This was also based on practical approach and tried to ensure full fledged learning through the Marked quizzes after each lesson and video lessons as well and peer graded assignments.,By Harmeen K ,"May 24, 2020",4,financial-markets-global
"A exceptional curse!!! Professor Shiller made one course that combine a high range of content with a deep overview about the subjects. However i miss anything about the cryptocurrencies, fintechs or other kind of stuff like this.",By Diogo J,"Mar 09, 2018",4,financial-markets-global
"A good  general introduction course to Finance, very engaging presentation from Professor Shiller. Very clear and worth the knowledge/effort ratio is much worth it. Only mitigating comment is the course is not very challenging",By luiz.cunha@axa-im.com,"Mar 17, 2018",4,financial-markets-global
"Professor Shiller provides in detail all the basics of Financial Markets. I strongly recommend this course!What could be improved is to add reading material with the content of the lectures, where the students can refer to.",By Charalampos C,"May 12, 2020",4,financial-markets-global
